"","JM1710_Coe_Spring_Run","JM1711_Paradise_Park_Spring","JM1716_Bell_Spring","JM1717_Buzzard_Fountain","JM1719_Palmer_B","JM1722_James_Spring","JM1724_Lolo_Spring","JM1726_Choss_Seep","JM1727_Zigzag_Spring","JM1728_Coe_Spring_B","JM1766_James_Spring","JM1767_Sandy_Creek_Trib.","JM1776_Buzzard_Fountain","JM1778_Paradise_Park_Spring","JM1785_Choss_Seep"
"Otu00381",334,0,0,0,0,4,0,55,41,0,2,7,0,0,0
"Otu00382",0,0,2,1,0,0,1,0,0,48,0,0,0,0,417
"Otu00383",0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
"Otu00384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00385",46,8,47,16,74,37,6,1,0,27,30,14,0,9,4
"Otu00386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
"Otu00387",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu00388",47,0,206,0,0,33,14,0,0,266,4,0,0,0,2
"Otu00389",0,181,0,1,0,0,52,1,0,0,3,0,0,0,0
"Otu00391",2,0,1,15,0,0,38,34,4,0,0,0,0,0,0
"Otu00392",0,0,0,0,0,0,0,0,0,0,0,0,0,144,0
"Otu00393",12,0,3,1,0,0,1,0,0,0,92,0,31,1,0
"Otu00394",3,6,0,13,0,8,1,0,0,0,54,0,0,1,23
"Otu00395",0,3,0,0,0,0,0,0,0,0,291,11,0,0,0
"Otu00396",0,13,0,0,0,0,0,0,0,0,4,0,61,0,2
"Otu00397",0,0,0,0,0,0,0,7,0,0,2,0,0,0,406
"Otu00398",0,0,0,0,0,0,0,0,0,0,20,0,0,0,4
"Otu00399",1,1,0,4,17,0,124,0,0,0,1,15,0,10,0
"Otu00400",0,0,1,0,0,0,0,0,0,0,24,249,0,0,0
"Otu00401",207,0,29,6,4,12,0,4,0,52,3,58,0,2,8
"Otu00402",0,0,153,11,44,58,19,0,2,0,0,33,0,10,0
"Otu00403",0,0,0,0,0,9,0,0,0,0,222,0,0,0,0
"Otu00405",21,51,12,36,6,13,18,5,0,12,3,20,0,18,3
"Otu00406",7,0,2,80,7,1,0,0,0,136,1,26,0,4,0
"Otu00407",0,0,0,0,0,0,0,0,0,0,0,0,562,0,0
"Otu00409",0,0,0,157,0,0,0,0,0,0,9,1,0,0,0
"Otu00410",0,0,1,14,0,0,0,0,72,0,31,3,9,21,11
"Otu00411",0,0,0,0,0,0,0,0,377,0,0,0,0,64,0
"Otu00413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00414",65,0,0,3,0,41,0,0,0,53,139,6,0,0,0
"Otu00416",0,0,0,301,0,0,0,0,0,0,0,0,0,0,0
"Otu00417",241,0,47,0,0,2,0,0,0,101,0,0,0,0,0
"Otu00418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00419",107,0,1,123,0,11,0,1,2,63,0,6,0,0,0
"Otu00420",0,0,0,0,0,0,0,0,0,0,0,0,0,97,0
"Otu00422",0,0,0,0,41,0,0,3,0,0,0,11,0,0,0
"Otu00423",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Otu00424",0,2,1,13,0,0,3,75,52,1,12,0,0,1,7
"Otu00425",10,25,127,0,0,41,0,0,0,1,6,0,0,0,3
"Otu00426",5,3,1,1,0,0,0,0,0,1,4,7,490,0,4
"Otu00427",124,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Otu00428",36,1,4,21,17,11,8,0,29,99,4,7,0,22,6
"Otu00429",4,0,7,4,0,2,219,0,0,0,0,1,0,1,0
"Otu00430",0,0,56,0,0,3,0,0,0,0,265,0,0,0,0
"Otu00431",0,0,0,0,0,0,0,0,0,0,0,0,224,0,0
"Otu00432",87,0,0,80,0,2,0,88,0,18,14,0,0,0,0
"Otu00433",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Otu00434",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"Otu00435",8,0,1,6,7,4,23,0,0,6,0,11,0,27,3
"Otu00436",0,0,0,18,23,6,3,8,0,29,0,0,0,2,0
"Otu00437",3,0,0,1,1,0,2,0,0,17,0,11,0,9,0
"Otu00438",34,4,19,43,0,54,18,0,1,42,22,11,0,35,7
"Otu00440",18,115,114,0,0,19,0,0,40,5,1,1,0,0,10
"Otu00441",42,1,20,9,11,20,0,11,0,18,0,123,0,3,1
"Otu00443",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"Otu00444",15,0,0,14,0,2,55,14,0,0,0,18,0,0,0
"Otu00445",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu00446",0,0,0,0,0,0,0,0,0,0,281,0,0,0,0
"Otu00447",1,1,6,9,1,5,8,0,0,194,1,15,0,41,4
"Otu00448",6,0,4,78,0,16,0,0,0,130,9,0,0,0,0
"Otu00449",12,0,3,6,0,11,145,0,0,12,0,12,0,26,1
"Otu00450",0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
"Otu00451",0,1,2,3,40,2,61,0,0,5,0,3,0,6,0
"Otu00452",143,12,0,0,0,241,0,0,12,52,0,0,0,0,9
"Otu00453",58,3,189,18,0,70,2,4,0,4,0,2,0,0,9
"Otu00454",0,0,0,0,11,0,1,1,0,9,0,35,0,49,0
"Otu00455",8,1,7,78,16,4,4,2,0,6,0,1,0,36,1
"Otu00456",41,1,15,53,2,18,31,0,0,9,1,4,0,0,1
"Otu00457",0,27,0,0,0,196,0,0,0,40,0,0,0,0,79
"Otu00458",0,26,279,3,0,0,3,4,0,0,0,2,0,1,0
"Otu00460",67,8,18,18,0,27,2,6,0,84,18,23,0,6,10
"Otu00461",333,0,0,0,0,4,2,0,0,0,0,0,0,0,1
"Otu00462",72,0,96,0,0,187,1,4,0,51,8,1,0,0,8
"Otu00463",0,1,2,0,0,7,0,0,0,0,0,0,0,0,0
"Otu00464",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu00465",0,0,7,2,0,1,4,0,0,7,50,6,0,7,3
"Otu00467",2,9,12,7,0,22,1,30,0,0,111,13,10,7,2
"Otu00468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00469",28,0,7,22,18,0,5,1,0,20,0,7,0,8,0
"Otu00470",0,1,2,0,0,22,1,19,0,292,0,0,5,0,0
"Otu00471",0,0,0,0,0,51,0,0,0,0,35,0,0,0,0
"Otu00472",8,0,27,0,9,12,23,3,1,0,0,1,0,65,1
"Otu00473",0,0,0,0,0,0,0,0,0,0,250,0,0,0,0
"Otu00474",5,1,186,0,0,36,0,0,0,25,11,0,0,0,5
"Otu00475",34,0,76,1,3,2,14,0,0,39,0,69,0,11,0
"Otu00476",0,0,1,19,140,0,12,0,0,0,0,0,0,0,0
"Otu00477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00478",0,0,0,255,0,0,0,0,0,0,0,0,0,0,0
"Otu00479",0,0,0,0,0,0,96,0,0,1,0,0,0,14,0
"Otu00481",0,0,0,0,1,642,0,0,0,0,0,0,0,0,1
"Otu00482",0,0,0,0,0,0,0,0,0,0,0,24,0,0,282
"Otu00483",1,2,27,5,0,8,15,9,0,20,2,62,23,19,13
"Otu00484",0,0,5,85,0,0,0,12,0,0,0,134,0,0,0
"Otu00485",0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
"Otu00487",0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
"Otu00488",31,0,0,1,0,156,0,0,0,25,5,0,0,0,0
"Otu00489",6,3,0,4,0,0,0,0,0,0,0,0,0,0,4
"Otu00490",0,0,0,227,0,0,0,0,0,0,10,4,0,0,0
"Otu00491",0,0,1,0,0,0,0,0,0,0,205,0,0,0,21
"Otu00492",57,30,8,0,0,106,0,0,0,72,6,0,0,0,6
"Otu00493",4,0,0,6,0,11,0,0,0,72,0,0,176,0,1
"Otu00494",0,0,0,0,0,0,0,0,0,458,0,0,0,0,0
"Otu00495",105,8,13,15,0,36,0,1,3,32,26,1,0,3,7
"Otu00496",0,110,0,0,0,12,0,0,0,0,41,0,0,0,0
"Otu00497",0,0,0,0,0,0,165,0,0,0,0,0,0,0,0
"Otu00498",7,21,67,1,6,0,0,0,19,34,53,27,0,1,19
"Otu00499",0,0,0,61,0,0,2,0,0,0,0,0,0,0,0
"Otu00501",79,0,32,23,0,28,0,28,0,20,6,22,0,0,19
"Otu00502",11,8,44,7,12,37,8,2,0,33,39,30,0,1,9
"Otu00503",0,1,0,0,0,0,0,0,0,0,0,3,1,0,0
"Otu00504",16,0,0,10,0,6,0,0,0,0,65,0,0,0,0
"Otu00505",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00506",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu00507",46,3,62,0,0,39,0,0,0,35,4,0,0,0,0
"Otu00509",35,0,13,21,0,0,21,8,0,75,0,8,0,5,5
"Otu00510",5,0,0,0,0,15,0,0,0,0,0,0,0,1,6
"Otu00511",1,1,5,2,0,21,3,0,0,24,3,0,115,0,0
"Otu00512",0,17,0,0,0,0,0,0,0,0,0,0,5,0,0
"Otu00513",0,0,0,8,0,0,0,0,0,0,0,5,0,118,0
"Otu00514",0,1,0,0,0,0,0,0,0,0,214,16,0,5,0
"Otu00515",0,31,4,2,0,8,0,13,1,0,11,7,242,0,0
"Otu00516",3,0,2,18,4,5,9,6,17,17,0,3,0,35,0
"Otu00517",13,3,18,6,1,21,23,2,12,19,5,0,1,53,10
"Otu00519",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00520",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu00522",26,5,0,15,0,4,10,2,15,0,1,0,0,13,3
"Otu00523",71,0,39,0,0,345,0,0,0,0,0,1,0,0,20
"Otu00524",0,0,0,0,0,0,0,0,0,9,99,0,0,9,0
"Otu00525",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"Otu00526",0,0,0,2,0,4,0,0,0,9,0,0,3,0,293
"Otu00527",50,0,24,2,0,13,21,5,3,34,1,3,0,0,4
"Otu00528",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"Otu00529",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00530",46,8,19,7,3,36,3,2,1,20,1,54,0,2,9
"Otu00531",0,0,2,0,0,0,0,0,0,0,0,169,25,3,0
"Otu00532",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"Otu00533",23,1,8,15,4,1,15,1,0,1,10,7,0,9,16
"Otu00534",0,0,0,2,0,0,0,0,0,0,7,0,0,0,0
"Otu00535",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu00536",2,0,0,6,0,0,0,0,0,0,70,0,0,0,0
"Otu00537",0,0,0,0,0,0,0,0,0,0,0,0,0,139,0
"Otu00538",0,0,0,0,0,0,20,0,0,0,145,0,0,0,10
"Otu00539",0,0,143,0,0,79,0,0,0,77,0,0,0,0,2
"Otu00540",265,0,0,0,0,1,1,0,0,2,1,0,0,2,0
"Otu00541",0,1,0,0,0,4,0,0,0,0,26,0,0,0,193
"Otu00542",0,10,12,6,0,6,3,14,0,14,62,2,0,19,67
"Otu00543",0,14,0,4,0,338,44,0,0,18,1,0,0,0,1
"Otu00544",3,3,0,5,0,0,0,0,0,0,41,0,0,3,0
"Otu00545",4,0,0,4,0,0,1,0,0,0,106,0,0,0,5
"Otu00546",5,0,0,3,0,0,3,0,0,0,8,0,0,0,3
"Otu00547",0,0,0,0,0,0,0,0,0,0,0,0,0,88,101
"Otu00548",28,0,118,3,1,2,0,0,0,10,43,21,0,10,0
"Otu00551",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"Otu00552",0,0,0,0,0,0,0,0,0,0,197,0,0,0,2
"Otu00553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00554",118,3,49,1,0,54,1,0,0,30,0,13,0,0,0
"Otu00555",0,0,0,0,0,0,0,0,0,0,55,0,0,1,2
"Otu00556",0,3,0,25,0,1,0,0,30,11,115,2,0,0,11
"Otu00557",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu00558",75,1,44,0,1,14,22,0,3,26,10,27,0,6,7
"Otu00559",5,38,1,7,0,27,25,1,0,29,1,28,0,3,21
"Otu00560",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu00561",0,4,2,34,0,21,44,0,0,41,0,0,0,0,2
"Otu00562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00565",68,1,43,1,4,23,14,0,26,14,0,8,0,21,0
"Otu00566",3,3,0,34,0,0,0,0,0,0,80,0,3,0,0
"Otu00567",15,8,262,0,0,26,1,0,0,27,4,2,0,1,6
"Otu00568",9,0,0,0,0,0,0,36,17,0,0,0,0,0,0
"Otu00569",122,0,3,0,0,7,0,0,0,19,0,0,0,0,0
"Otu00570",2,0,0,6,0,5,0,0,0,9,89,0,0,0,0
"Otu00571",101,0,1,0,0,0,0,0,0,121,31,0,0,0,70
"Otu00572",18,21,34,2,0,20,1,19,0,0,68,10,0,0,2
"Otu00573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00574",0,0,0,7,3,0,2,0,1,1,0,1,0,88,0
"Otu00575",0,0,1,0,0,0,0,0,42,0,2,8,0,85,0
"Otu00576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00577",24,0,41,10,8,9,16,0,8,4,0,14,0,26,5
"Otu00578",3,1,4,1,0,20,1,3,0,0,44,8,130,0,4
"Otu00579",0,0,0,0,0,0,0,0,0,0,181,0,0,0,0
"Otu00581",1,5,0,5,78,148,1,0,0,4,1,5,0,0,1
"Otu00582",5,0,44,5,0,2,0,0,0,3,20,10,0,2,0
"Otu00583",0,0,0,0,0,0,0,0,0,0,7,32,0,103,0
"Otu00585",0,0,0,0,83,0,0,0,0,0,0,1,0,0,0
"Otu00586",3,0,2,6,0,0,10,13,0,1,0,78,0,21,2
"Otu00587",0,0,0,10,0,0,0,0,0,4,0,0,0,0,0
"Otu00588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00589",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu00590",6,16,0,0,0,0,0,0,0,0,5,0,0,1,4
"Otu00591",0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"Otu00593",1,7,95,15,0,29,4,1,0,9,28,25,0,5,9
"Otu00594",0,0,0,1,1,0,0,0,0,0,2,11,2,30,0
"Otu00595",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"Otu00596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00598",82,12,20,7,0,33,2,10,0,24,7,18,0,2,14
"Otu00599",4,14,77,6,1,47,0,6,0,24,34,12,0,0,0
"Otu00600",17,0,25,0,0,337,0,0,0,0,2,0,0,0,0
"Otu00602",0,4,0,0,0,0,0,0,0,0,0,1,0,0,3
"Otu00603",19,0,1,59,0,3,2,0,0,25,0,0,0,1,0
"Otu00604",49,0,13,17,5,20,17,9,0,27,0,18,0,2,1
"Otu00607",27,0,12,7,0,1,4,0,0,35,11,4,82,0,0
"Otu00609",43,10,15,0,0,111,0,0,0,26,3,1,0,0,24
"Otu00610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00611",28,1,3,0,0,0,3,0,0,22,7,0,0,0,0
"Otu00612",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu00613",0,0,0,0,0,0,0,0,0,0,3,0,0,7,0
"Otu00614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00615",13,1,0,0,0,0,0,0,0,4,0,0,0,0,2
"Otu00616",0,0,5,4,58,0,8,0,0,8,0,5,0,16,0
"Otu00618",0,0,0,0,0,0,0,0,0,0,0,0,98,0,0
"Otu00619",10,21,3,6,6,105,0,5,0,0,8,16,0,0,0
"Otu00620",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"Otu00621",34,0,2,0,0,1,0,32,0,47,0,2,0,19,0
"Otu00622",0,0,0,196,0,0,0,0,0,0,0,0,0,0,0
"Otu00623",0,40,0,0,0,4,0,0,0,105,9,0,0,0,0
"Otu00625",0,0,12,4,0,0,0,0,0,0,4,0,0,0,0
"Otu00627",0,2,0,8,22,0,6,0,0,0,6,0,0,1,0
"Otu00628",0,0,0,0,0,0,0,0,0,0,9,0,0,0,30
"Otu00629",2,7,24,0,0,0,1,0,0,15,7,17,0,62,12
"Otu00630",0,0,0,0,1,1,11,0,0,0,0,0,0,8,0
"Otu00631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00632",0,0,0,179,0,0,0,0,0,0,0,0,0,0,0
"Otu00633",6,2,2,8,30,32,7,3,0,11,2,6,0,5,0
"Otu00634",0,0,1,0,4,0,37,0,0,0,0,4,3,33,1
"Otu00635",9,0,1,1,0,3,0,0,0,0,61,0,0,4,4
"Otu00637",13,0,1,18,0,0,0,0,0,55,0,1,0,0,12
"Otu00638",96,6,45,6,1,35,6,10,4,22,0,3,0,1,5
"Otu00639",0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
"Otu00640",88,0,10,0,0,0,0,7,0,0,1,2,0,5,0
"Otu00641",65,4,88,0,0,83,0,0,0,37,0,4,0,0,10
"Otu00642",0,0,0,0,0,0,1,0,0,0,0,0,0,116,0
"Otu00643",0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
"Otu00645",0,59,6,5,2,0,0,0,3,14,0,8,40,0,6
"Otu00646",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"Otu00647",0,0,0,0,0,0,0,9,0,0,184,0,0,0,0
"Otu00648",0,0,1,7,0,0,0,7,0,0,0,0,0,1,4
"Otu00649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00650",0,3,0,42,0,0,66,0,0,5,14,6,0,0,0
"Otu00651",0,0,0,0,0,0,23,0,0,0,0,0,0,9,0
"Otu00652",6,0,122,2,0,46,1,2,0,49,28,7,0,0,1
"Otu00653",2,0,57,0,0,1,0,58,95,23,7,0,2,0,0
"Otu00655",27,0,14,4,0,12,2,42,0,19,2,7,0,0,0
"Otu00657",0,0,0,0,0,24,5,10,0,0,68,3,0,0,0
"Otu00658",0,0,0,19,6,0,0,0,0,22,0,0,0,1,0
"Otu00659",0,0,0,0,0,0,0,0,0,0,0,0,0,80,1
"Otu00661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00663",0,0,0,0,0,0,0,1,0,0,0,0,44,0,0
"Otu00665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00666",3,0,0,11,35,0,8,0,0,0,0,0,0,21,0
"Otu00667",1,6,108,2,0,58,0,0,0,72,8,0,0,0,0
"Otu00668",0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
"Otu00669",0,0,0,23,2,2,11,2,0,3,0,2,0,0,0
"Otu00671",8,2,0,10,8,9,0,1,29,15,0,0,7,23,0
"Otu00672",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"Otu00673",7,2,14,6,0,25,4,10,1,11,8,32,0,0,3
"Otu00674",0,5,1,19,0,0,0,0,0,0,0,3,0,1,0
"Otu00675",5,9,4,2,41,27,0,0,0,4,9,19,0,1,2
"Otu00676",0,0,0,0,0,0,0,0,0,0,5,0,0,0,206
"Otu00677",47,0,0,5,0,28,27,0,0,41,0,1,0,17,0
"Otu00678",55,12,0,0,0,0,0,74,38,0,0,0,0,0,0
"Otu00679",29,0,0,0,0,0,0,0,0,0,136,0,0,0,0
"Otu00680",13,0,184,2,0,7,0,0,0,1,0,30,1,0,1
"Otu00681",0,0,2,17,28,7,17,0,0,0,10,7,0,21,14
"Otu00682",1,0,0,1,0,0,0,0,0,6,38,0,0,0,0
"Otu00683",0,0,1,0,0,0,0,3,0,0,5,53,6,57,1
"Otu00684",129,0,0,0,0,52,0,0,14,22,19,1,0,0,0
"Otu00685",30,0,86,0,0,23,16,6,0,17,2,16,0,4,2
"Otu00687",0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
"Otu00688",0,0,0,1,0,8,0,0,0,9,3,1,0,11,2
"Otu00689",0,0,0,2,0,0,69,51,0,0,0,0,0,0,0
"Otu00690",45,3,10,9,0,232,0,0,0,1,0,4,0,2,0
"Otu00691",9,3,57,19,0,14,0,8,0,16,9,16,1,3,1
"Otu00692",0,0,2,14,0,4,0,0,0,0,0,0,0,0,0
"Otu00693",0,0,0,0,0,0,0,0,0,0,171,0,0,0,0
"Otu00694",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"Otu00695",5,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"Otu00696",0,0,2,0,0,8,7,0,0,130,42,0,0,0,0
"Otu00697",0,0,24,0,0,63,20,0,0,0,0,24,0,25,0
"Otu00698",0,0,0,0,0,1,0,0,0,0,12,1,0,0,0
"Otu00699",0,29,0,0,0,45,0,1,0,19,19,0,0,7,1
"Otu00700",50,1,0,13,0,32,30,4,2,44,4,4,0,3,0
"Otu00702",0,0,0,0,0,0,0,0,0,0,0,18,0,0,8
"Otu00703",10,4,53,2,1,63,2,0,0,23,21,5,0,0,5
"Otu00704",1,0,0,0,0,0,0,0,0,0,149,0,0,0,7
"Otu00705",29,0,2,10,0,41,0,0,0,8,1,0,0,0,0
"Otu00706",20,0,1,15,0,0,0,0,0,0,64,0,0,0,0
"Otu00707",0,0,0,0,13,0,0,0,0,0,0,2,1,3,0
"Otu00708",0,3,2,0,0,0,0,0,6,0,0,1,0,0,0
"Otu00709",32,17,7,4,0,0,58,0,0,14,0,18,0,2,1
"Otu00710",0,0,0,0,0,5,0,0,0,0,10,0,0,0,0
"Otu00711",0,0,0,0,0,176,0,0,0,0,0,0,0,0,0
"Otu00712",8,0,0,7,0,0,117,0,0,0,0,0,0,0,0
"Otu00713",17,0,12,0,0,3,6,8,0,31,0,10,0,6,0
"Otu00715",0,0,1,0,33,0,0,0,0,0,0,0,0,0,0
"Otu00716",8,4,29,11,5,50,19,2,0,11,12,17,0,4,3
"Otu00719",57,2,3,14,1,0,2,4,0,32,1,6,0,0,26
"Otu00720",0,0,0,0,0,0,0,0,0,0,104,0,0,0,0
"Otu00721",0,0,0,0,0,0,0,0,0,0,0,0,63,0,0
"Otu00722",4,2,0,0,0,0,0,39,67,0,12,0,0,6,0
"Otu00723",17,0,15,0,0,35,0,0,0,0,70,0,0,0,0
"Otu00725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00726",19,10,5,0,0,0,0,0,0,4,0,0,0,0,1
"Otu00727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00728",0,0,0,0,4,0,0,0,0,0,0,0,0,82,0
"Otu00729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00730",0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
"Otu00731",69,0,9,0,0,94,0,0,0,28,0,0,0,0,14
"Otu00732",86,2,8,3,0,12,0,0,4,43,9,2,0,0,0
"Otu00733",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Otu00734",0,0,0,0,0,0,0,3,0,0,0,3,0,0,177
"Otu00735",2,0,0,8,0,0,66,1,0,0,0,0,0,7,0
"Otu00736",98,0,0,0,0,0,0,46,97,0,0,0,0,0,0
"Otu00737",0,0,1,0,0,0,0,0,0,169,0,37,0,0,0
"Otu00738",6,1,2,19,0,2,0,9,0,0,1,1,0,1,14
"Otu00739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00740",0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
"Otu00741",1,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"Otu00742",54,2,21,15,0,14,18,3,0,21,0,8,0,1,0
"Otu00743",0,0,0,17,0,0,20,0,0,0,0,0,0,0,20
"Otu00744",9,0,10,2,5,0,16,0,0,16,0,20,0,3,0
"Otu00745",19,0,1,3,0,8,4,6,0,14,0,53,0,11,1
"Otu00746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00747",5,81,0,0,0,0,4,0,0,0,0,0,0,0,0
"Otu00748",0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
"Otu00749",19,13,0,0,4,1,3,0,0,0,10,18,0,0,0
"Otu00750",3,0,1,2,1,0,1,0,0,1,0,3,0,0,0
"Otu00751",0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
"Otu00752",5,0,2,0,0,7,0,0,0,241,0,0,0,0,0
"Otu00753",0,0,0,6,0,0,0,6,0,0,58,0,0,0,0
"Otu00754",0,0,0,0,0,0,0,0,0,0,155,0,0,0,0
"Otu00755",0,0,0,0,0,0,0,102,102,0,0,0,0,0,0
"Otu00756",64,0,35,0,0,25,5,6,5,8,0,13,0,0,23
"Otu00757",0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
"Otu00758",5,0,8,5,2,13,1,0,3,48,6,9,2,10,0
"Otu00759",0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
"Otu00760",0,0,0,0,0,4,0,14,0,0,0,0,0,1,0
"Otu00761",0,0,0,0,0,0,0,126,83,0,0,0,0,0,0
"Otu00762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00763",18,3,17,4,0,12,3,13,2,35,11,15,0,11,0
"Otu00764",0,97,0,0,0,11,0,0,0,0,0,0,0,0,0
"Otu00765",9,1,2,12,0,1,0,0,0,0,33,0,0,1,6
"Otu00766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00767",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"Otu00769",5,2,45,1,0,0,24,6,0,0,2,0,0,0,6
"Otu00770",50,0,38,9,0,32,1,5,1,3,6,11,0,3,7
"Otu00771",6,0,4,0,48,0,2,0,0,3,0,4,0,1,0
"Otu00774",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Otu00777",3,0,0,2,0,0,0,0,0,1,2,0,0,0,0
"Otu00778",0,0,0,0,0,0,0,15,0,0,0,0,0,0,2
"Otu00779",12,0,4,0,0,40,0,0,0,7,32,0,0,0,17
"Otu00780",4,0,0,0,0,1,0,0,0,0,8,0,1,1,7
"Otu00781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00782",0,0,0,0,0,0,0,0,0,0,138,0,0,0,0
"Otu00783",128,0,16,0,0,11,1,0,0,29,0,1,0,0,0
"Otu00784",143,0,1,1,0,0,1,0,0,20,0,0,0,0,0
"Otu00785",9,1,1,0,0,11,0,0,0,0,14,0,0,0,3
"Otu00786",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Otu00787",0,0,59,0,0,0,0,0,0,0,0,1,0,0,1
"Otu00788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00790",0,0,0,55,0,7,0,0,0,59,27,0,0,1,0
"Otu00791",112,0,0,0,0,0,0,0,0,81,0,0,0,0,0
"Otu00793",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"Otu00794",36,0,0,14,12,46,3,0,0,0,0,0,0,0,0
"Otu00795",2,0,2,0,77,6,15,1,0,0,0,1,0,1,0
"Otu00796",3,6,3,1,6,9,0,0,0,1,17,8,0,6,0
"Otu00797",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"Otu00798",0,0,0,0,0,5,0,0,0,3,0,0,149,0,0
"Otu00799",35,0,14,0,0,151,0,5,0,29,0,1,0,1,6
"Otu00800",26,0,7,5,0,10,4,0,3,54,0,3,0,28,2
"Otu00801",9,3,5,0,0,3,1,0,0,10,5,73,0,0,3
"Otu00802",28,0,11,3,2,9,1,3,0,7,7,0,0,15,3
"Otu00804",0,0,0,0,0,43,0,0,0,22,0,0,0,0,0
