"","JM1713_Rubideau","JM1714_Lunch_Creek","JM1715_Mineral_Creek_Spring","JM1741_McDonald_Creek_1","JM175_Mtn_Goat","JM1762_Mtn_Goat","JM1773_Lunch_Creek","JM1774_Crack_Spring","JM177_Piegan_North","JM179_Weeping_Wall"
"Otu05698",0,0,1,5,0,0,0,1,0,0
"Otu05700",0,0,0,0,0,0,0,0,0,0
"Otu05702",0,0,0,0,0,0,0,0,0,0
"Otu05705",0,0,0,0,0,0,0,0,0,0
"Otu05706",0,0,4,0,0,0,0,0,0,0
"Otu05710",0,0,0,3,0,0,0,0,0,0
"Otu05711",0,0,0,0,0,0,3,8,0,0
"Otu05712",0,0,0,0,0,0,0,0,0,0
"Otu05714",0,0,0,0,0,0,0,0,0,0
"Otu05722",0,1,0,0,0,0,0,0,0,0
"Otu05723",0,0,0,0,0,0,0,0,0,0
"Otu05725",0,0,0,0,0,0,0,0,1,0
"Otu05727",0,0,0,0,0,0,0,0,0,0
"Otu05728",0,0,0,2,0,0,0,0,0,0
"Otu05731",0,0,0,0,0,0,0,0,0,0
"Otu05732",0,0,0,0,0,0,0,0,0,0
"Otu05733",0,0,0,0,0,0,0,8,0,0
"Otu05735",0,0,0,0,0,0,0,0,0,0
"Otu05738",0,0,0,0,0,0,0,0,0,0
"Otu05739",0,0,0,0,0,0,0,0,0,0
"Otu05742",0,0,0,0,3,0,0,0,0,0
"Otu05745",0,0,0,0,0,0,0,0,0,0
"Otu05748",0,0,0,0,0,0,0,0,3,0
"Otu05749",0,0,0,0,0,0,0,2,0,0
"Otu05750",0,0,0,0,0,0,8,0,0,0
"Otu05752",0,0,0,0,0,0,0,0,0,0
"Otu05754",0,0,0,0,0,0,0,0,0,0
"Otu05755",0,0,0,0,0,0,0,0,0,0
"Otu05756",0,0,0,0,0,0,0,0,0,0
"Otu05757",0,0,0,0,0,0,6,0,0,0
"Otu05758",0,0,0,0,0,0,0,0,0,0
"Otu05761",0,0,0,0,0,0,0,0,0,0
"Otu05764",0,0,0,0,0,0,0,0,0,0
"Otu05767",0,0,0,0,0,0,0,1,0,0
"Otu05768",0,0,0,5,0,0,0,0,0,0
"Otu05769",0,0,0,0,0,0,0,0,5,0
"Otu05770",0,0,0,0,0,0,0,0,0,0
"Otu05772",0,0,0,0,0,0,0,0,0,0
"Otu05773",0,0,0,0,0,0,0,0,0,0
"Otu05775",0,0,0,0,0,0,0,0,0,1
"Otu05777",0,0,0,0,0,0,0,0,0,0
"Otu05778",0,0,0,0,0,0,0,0,0,0
"Otu05779",0,0,0,0,0,0,0,0,0,0
"Otu05781",5,0,0,0,0,0,0,0,0,0
"Otu05784",9,0,0,0,0,0,0,0,0,0
"Otu05785",0,0,0,0,0,0,0,0,0,0
"Otu05786",0,0,0,0,0,0,0,0,0,0
"Otu05787",0,0,2,0,0,0,0,2,0,0
"Otu05788",0,0,0,0,0,0,0,0,0,0
"Otu05789",0,0,0,0,0,0,0,0,0,0
"Otu05790",0,0,0,0,0,0,0,1,0,0
"Otu05791",0,0,0,0,0,0,0,0,0,0
"Otu05792",0,0,3,4,0,0,0,0,0,0
"Otu05793",0,0,0,0,0,0,0,0,0,0
"Otu05794",0,0,0,6,0,0,0,0,0,0
"Otu05799",0,0,0,1,0,0,0,0,0,0
"Otu05801",0,0,0,0,0,0,0,0,0,0
"Otu05802",0,0,0,0,0,0,0,0,0,0
"Otu05805",0,0,0,0,0,0,0,0,0,0
"Otu05807",0,0,0,0,6,0,0,0,0,0
"Otu05810",0,0,0,0,0,0,0,0,0,0
"Otu05811",0,0,0,0,0,0,0,0,0,0
"Otu05812",0,1,0,2,3,0,1,0,0,0
"Otu05814",0,0,0,2,0,0,0,0,0,0
"Otu05815",0,0,0,0,0,0,0,0,0,0
"Otu05818",0,0,0,0,0,0,1,0,0,0
"Otu05819",0,2,3,2,0,0,0,0,0,0
"Otu05820",0,0,0,0,0,0,0,0,0,0
"Otu05822",0,0,0,0,1,0,0,0,0,0
"Otu05823",0,0,0,0,0,0,0,0,0,0
"Otu05825",0,0,0,7,0,0,0,0,0,0
"Otu05826",0,0,0,0,1,0,0,0,0,0
"Otu05828",0,0,0,0,0,0,0,4,0,0
"Otu05830",11,0,0,0,0,0,0,0,0,0
"Otu05833",0,0,0,0,0,0,0,0,0,0
"Otu05834",0,0,0,0,0,1,0,3,0,0
"Otu05836",0,0,10,0,0,0,0,0,0,0
"Otu05839",0,0,0,0,0,0,0,0,0,0
"Otu05840",0,0,0,0,0,0,0,6,0,0
"Otu05841",0,0,0,0,0,0,0,0,0,0
"Otu05842",0,0,0,0,0,0,0,0,0,0
"Otu05843",0,0,0,0,0,0,0,0,0,0
"Otu05844",0,0,0,0,0,0,0,0,0,0
"Otu05845",0,0,0,3,0,0,0,0,0,0
"Otu05848",0,0,0,0,0,0,0,0,0,0
"Otu05849",0,0,0,0,0,0,0,0,0,0
"Otu05851",0,0,0,0,0,0,0,0,0,0
"Otu05854",0,0,0,0,0,0,7,0,0,0
"Otu05857",0,0,0,0,0,0,0,5,0,0
"Otu05859",0,0,0,0,0,0,0,0,0,0
"Otu05860",0,0,0,0,0,0,0,0,0,0
"Otu05861",0,0,0,0,0,0,0,0,0,0
"Otu05863",0,0,0,0,0,0,0,0,0,0
"Otu05864",0,0,8,0,0,0,0,0,0,0
"Otu05867",0,0,0,0,0,0,0,0,0,0
"Otu05868",0,0,0,0,0,0,0,0,0,0
"Otu05869",0,0,0,0,0,0,0,0,0,0
"Otu05870",0,0,0,0,0,0,0,0,0,0
"Otu05871",0,0,0,0,0,0,0,1,0,0
"Otu05873",0,0,0,0,0,0,0,0,0,0
"Otu05874",0,0,0,0,0,0,0,1,0,0
"Otu05877",0,0,0,0,0,0,0,0,0,0
"Otu05878",0,0,1,0,0,0,0,0,0,0
"Otu05879",0,0,0,0,1,0,0,0,0,0
"Otu05880",0,0,0,0,0,0,0,0,0,4
"Otu05881",0,0,0,0,0,0,0,0,1,0
"Otu05883",0,0,0,0,0,0,0,0,0,0
"Otu05885",0,0,0,0,0,0,0,0,0,0
"Otu05886",0,0,0,0,0,0,0,0,0,0
"Otu05887",0,0,0,0,0,0,0,0,0,0
"Otu05888",0,0,1,0,0,2,0,0,0,3
"Otu05889",1,0,0,0,0,0,0,0,0,0
"Otu05891",0,0,0,0,5,0,0,0,0,0
"Otu05893",0,0,0,0,0,0,0,0,0,0
"Otu05894",0,0,0,0,0,0,0,0,0,0
"Otu05900",0,0,0,0,0,0,0,0,0,0
"Otu05902",0,0,0,0,0,0,0,0,0,0
"Otu05905",0,0,0,0,0,0,0,0,0,4
"Otu05908",0,0,0,0,0,0,0,0,0,0
"Otu05913",0,0,0,0,0,0,0,1,0,0
"Otu05915",0,1,0,0,0,0,0,1,0,0
"Otu05917",0,0,0,0,0,0,0,0,0,0
"Otu05919",0,0,0,0,0,0,0,0,0,0
"Otu05922",0,0,0,0,0,0,0,0,0,0
"Otu05923",0,0,0,0,0,0,0,0,0,0
"Otu05924",0,0,0,0,0,0,0,0,0,0
"Otu05925",0,0,0,4,0,0,0,0,0,0
"Otu05928",0,0,0,0,0,0,0,2,0,0
"Otu05929",0,0,3,5,0,0,0,0,0,0
"Otu05930",0,0,0,0,0,0,0,9,0,0
"Otu05931",0,0,0,1,0,0,0,0,0,0
"Otu05937",0,0,0,0,0,0,0,0,0,0
"Otu05939",0,1,0,3,0,0,0,0,0,0
"Otu05943",0,0,0,0,0,0,0,0,0,0
"Otu05950",0,0,0,6,0,0,0,0,0,0
"Otu05952",0,0,0,0,0,0,0,0,0,0
"Otu05953",0,0,0,5,0,0,0,0,0,0
"Otu05954",0,4,0,0,0,0,0,0,0,0
"Otu05955",0,0,0,0,0,0,0,0,0,0
"Otu05958",0,0,0,0,0,0,0,0,0,0
"Otu05959",0,0,0,0,0,0,0,0,0,0
"Otu05960",0,0,0,0,0,0,0,0,0,0
"Otu05961",0,0,0,0,0,0,0,0,0,0
"Otu05962",0,0,0,0,0,0,0,0,0,0
"Otu05963",0,0,0,0,0,0,0,0,0,0
"Otu05964",0,0,0,0,0,0,0,0,0,0
"Otu05965",0,0,0,0,0,0,0,0,0,0
"Otu05966",0,0,0,0,0,0,0,0,0,0
"Otu05967",0,0,0,0,0,0,0,0,0,0
"Otu05968",0,0,0,0,0,0,0,0,0,0
"Otu05971",0,0,0,1,0,0,0,0,0,0
"Otu05972",0,0,0,0,1,0,0,0,0,0
"Otu05973",0,0,0,0,0,0,0,0,0,0
"Otu05974",0,0,0,0,0,0,0,0,0,0
"Otu05978",0,0,6,0,0,0,0,0,0,0
"Otu05980",0,0,0,1,0,0,0,0,0,0
"Otu05982",0,0,0,0,0,0,0,0,0,0
"Otu05986",0,0,0,0,0,0,0,8,0,0
"Otu05987",0,0,0,0,0,0,0,2,0,0
"Otu05990",0,0,0,0,0,0,0,5,0,0
"Otu05993",0,0,0,0,0,0,0,1,0,0
"Otu05996",0,0,1,4,0,0,0,0,0,0
"Otu05998",0,0,0,0,0,0,0,0,0,0
"Otu05999",0,0,0,0,0,0,0,0,0,0
"Otu06001",0,3,0,0,2,0,0,0,0,0
"Otu06002",0,0,0,0,0,0,0,0,0,0
"Otu06003",0,0,0,0,0,0,0,0,0,0
"Otu06004",0,0,0,0,0,0,4,0,0,0
"Otu06005",0,0,0,0,0,0,0,0,0,0
"Otu06009",0,0,0,0,0,0,0,0,0,0
"Otu06010",0,0,0,0,0,0,0,0,0,0
"Otu06011",0,0,0,0,0,0,2,0,0,0
"Otu06014",0,0,0,0,0,0,0,0,1,0
"Otu06015",0,0,0,0,0,0,0,0,0,0
"Otu06017",0,0,0,0,0,0,0,0,0,0
"Otu06018",0,0,6,0,0,0,0,0,0,0
"Otu06021",0,0,0,0,0,0,0,1,1,0
"Otu06027",0,0,0,0,0,0,0,0,0,0
"Otu06028",0,0,0,0,0,0,0,0,0,0
"Otu06029",0,0,0,0,0,0,0,0,0,0
"Otu06030",0,0,0,0,0,0,0,0,0,0
"Otu06033",0,0,0,0,0,0,0,0,0,0
"Otu06034",0,0,0,0,0,0,0,0,0,0
"Otu06035",0,0,0,0,0,0,0,0,0,0
"Otu06036",0,0,0,0,0,0,0,7,0,0
"Otu06037",0,0,0,0,0,0,0,0,0,0
"Otu06039",0,0,0,0,0,0,0,0,0,0
"Otu06041",0,0,0,0,0,0,0,0,0,0
"Otu06042",0,0,0,0,0,0,0,0,0,0
"Otu06043",0,0,0,1,0,0,0,0,0,0
"Otu06045",0,0,0,0,0,0,0,0,0,0
"Otu06048",0,0,0,0,0,0,0,0,0,0
"Otu06049",0,0,0,0,0,0,1,0,0,0
"Otu06053",0,0,0,0,0,0,0,0,0,0
"Otu06056",0,0,0,0,0,0,0,0,0,0
"Otu06058",0,0,0,0,0,0,0,0,0,0
"Otu06059",0,0,0,0,0,0,0,0,0,0
"Otu06060",0,0,0,0,0,0,0,6,0,0
"Otu06062",0,0,0,0,0,0,0,0,0,0
"Otu06063",0,0,0,0,0,0,0,0,0,0
"Otu06064",0,0,1,8,0,0,0,1,0,0
"Otu06066",0,0,0,0,0,0,0,0,0,0
"Otu06067",0,0,0,0,0,0,0,0,0,0
"Otu06069",0,0,0,0,0,0,0,0,0,0
"Otu06070",0,0,0,0,0,0,0,0,0,0
"Otu06074",0,0,0,0,0,0,0,0,0,0
"Otu06076",0,0,0,0,0,0,0,0,0,0
"Otu06077",0,0,0,0,0,0,0,0,0,0
"Otu06078",0,0,0,0,0,0,0,0,0,0
"Otu06079",0,0,0,1,0,0,0,10,0,0
"Otu06083",0,0,0,0,0,0,0,0,0,0
"Otu06084",0,0,0,0,0,0,0,0,0,0
"Otu06085",0,0,0,0,0,0,0,0,0,0
"Otu06086",0,0,0,0,0,0,0,0,0,0
"Otu06087",0,0,0,0,0,0,0,0,0,0
"Otu06089",7,2,0,0,0,0,0,0,0,0
"Otu06093",0,0,0,0,0,0,0,0,0,0
"Otu06094",0,0,0,0,0,0,0,0,0,0
"Otu06095",8,1,0,0,0,0,0,0,0,0
"Otu06097",0,0,0,0,0,0,0,0,0,0
"Otu06099",0,1,2,0,2,0,0,0,0,0
"Otu06107",0,0,0,0,0,0,0,0,0,0
"Otu06108",0,0,0,0,0,0,0,0,0,0
"Otu06109",0,1,0,0,0,0,0,0,0,0
"Otu06110",0,0,0,4,0,0,0,0,0,0
"Otu06111",13,0,0,0,0,0,0,0,0,0
"Otu06114",0,0,7,0,0,0,0,0,0,0
"Otu06115",0,3,0,0,0,0,0,0,0,0
"Otu06116",0,0,0,0,0,0,0,0,0,0
"Otu06117",0,0,0,0,0,0,0,0,0,0
"Otu06118",0,0,0,0,0,0,0,0,0,0
"Otu06120",0,0,0,0,0,0,0,0,0,0
"Otu06122",0,0,0,0,2,0,0,0,0,1
"Otu06123",0,0,0,0,0,0,0,10,0,0
"Otu06125",0,0,0,0,0,0,0,0,0,0
"Otu06126",0,0,0,0,0,0,0,0,0,0
"Otu06131",0,0,0,0,0,0,0,0,0,0
"Otu06135",0,0,0,0,0,0,0,0,0,0
"Otu06136",0,0,0,0,0,0,0,0,0,0
"Otu06137",0,0,0,0,0,0,0,0,0,0
"Otu06138",0,0,0,0,0,0,0,0,0,0
"Otu06139",0,0,0,0,0,0,0,0,0,0
"Otu06140",0,0,0,0,0,0,0,0,0,0
"Otu06144",0,0,0,0,0,0,0,0,0,0
"Otu06146",0,0,0,0,0,0,0,0,0,0
"Otu06147",0,0,0,0,0,0,3,0,0,0
"Otu06149",0,0,0,0,0,0,0,0,0,0
"Otu06152",0,0,0,0,0,0,0,0,0,0
"Otu06153",0,0,0,0,0,0,0,0,0,0
"Otu06156",0,0,0,0,0,0,0,3,0,0
"Otu06157",0,0,0,0,0,0,0,0,0,0
"Otu06158",0,0,0,0,0,0,0,0,0,0
"Otu06159",0,0,0,0,0,0,0,0,0,0
"Otu06161",0,0,0,0,0,0,0,0,0,0
"Otu06163",0,0,0,0,0,0,0,0,0,0
"Otu06165",0,0,0,0,0,0,0,0,0,0
"Otu06167",0,0,0,0,0,0,0,0,0,0
"Otu06168",0,0,0,0,0,0,0,0,0,0
"Otu06169",0,0,0,0,0,0,0,0,0,0
"Otu06170",0,0,0,1,0,0,0,8,0,0
"Otu06172",0,0,0,0,0,0,0,0,0,0
"Otu06173",0,0,0,0,0,0,0,0,0,0
"Otu06174",0,0,0,0,0,0,0,5,0,0
"Otu06175",0,0,0,0,0,0,0,0,0,0
"Otu06176",0,0,0,0,0,0,0,0,0,0
"Otu06180",0,0,0,3,0,0,0,1,0,0
"Otu06182",0,0,0,0,0,0,0,0,0,0
"Otu06183",0,0,0,0,0,0,0,0,0,0
"Otu06184",0,0,0,0,0,0,0,0,0,0
"Otu06185",0,0,0,0,0,0,0,0,0,0
"Otu06186",0,0,0,0,7,0,0,0,0,0
"Otu06187",0,0,0,0,0,0,0,0,0,0
"Otu06188",0,0,0,0,0,0,0,0,0,0
"Otu06189",0,0,0,0,0,0,0,9,0,0
"Otu06192",0,0,0,0,0,0,0,0,0,0
"Otu06193",0,0,0,0,0,0,0,0,0,0
"Otu06195",0,0,0,0,0,0,0,0,0,0
"Otu06196",0,0,0,0,0,0,0,0,0,0
"Otu06197",0,0,0,0,0,0,1,0,0,0
"Otu06199",0,0,0,0,0,0,0,0,0,0
"Otu06200",0,0,0,0,1,0,0,0,0,0
"Otu06202",0,0,0,0,0,0,0,0,0,0
"Otu06203",0,0,0,0,0,0,0,0,0,0
"Otu06204",0,0,0,0,0,0,0,0,0,0
"Otu06205",0,0,0,0,0,0,0,0,0,0
"Otu06207",0,0,0,0,0,0,0,0,0,0
"Otu06209",0,0,0,0,0,0,0,0,0,0
"Otu06213",0,0,0,0,0,0,2,2,0,0
"Otu06215",0,0,0,0,0,0,0,2,0,0
"Otu06217",0,0,0,0,5,0,0,0,0,1
"Otu06218",0,0,0,0,0,0,0,0,0,0
"Otu06219",0,0,0,0,0,0,0,4,0,0
"Otu06220",0,2,0,0,0,0,0,0,0,0
"Otu06223",0,0,0,0,0,0,0,0,0,0
"Otu06224",0,0,0,0,0,0,0,0,0,0
"Otu06225",0,0,0,2,0,0,0,4,0,0
"Otu06227",0,0,2,0,0,0,0,2,0,0
"Otu06228",0,0,0,0,0,0,0,0,0,0
"Otu06229",0,0,0,0,0,0,0,0,0,0
"Otu06231",0,0,0,0,0,0,0,0,0,0
"Otu06232",0,0,0,0,0,0,0,1,0,0
"Otu06233",0,0,0,0,0,0,0,0,0,0
"Otu06234",0,0,0,0,0,0,0,0,0,0
"Otu06236",0,0,0,0,0,0,0,0,0,0
"Otu06237",0,0,0,2,0,0,0,0,0,0
"Otu06240",0,0,0,0,0,0,0,0,0,0
"Otu06245",0,0,0,0,0,0,0,0,4,0
"Otu06246",0,0,0,0,0,0,0,0,0,0
"Otu06248",0,0,0,0,0,0,0,0,0,0
"Otu06252",0,0,0,0,0,0,0,0,0,0
"Otu06253",0,0,0,0,0,0,0,0,0,0
"Otu06255",0,0,0,0,0,0,0,0,0,0
"Otu06258",0,0,0,0,0,0,0,3,0,0
"Otu06259",0,0,0,0,0,0,0,1,0,0
"Otu06260",0,0,0,0,0,0,0,0,0,0
"Otu06261",0,0,1,0,0,3,0,0,0,0
"Otu06264",0,0,0,0,0,0,0,1,0,0
"Otu06265",0,0,2,0,0,0,0,0,0,0
"Otu06266",0,0,0,0,0,0,0,0,0,0
"Otu06269",0,0,0,0,0,0,0,0,0,0
"Otu06270",0,0,0,0,0,0,0,0,0,0
"Otu06275",0,0,0,0,0,0,0,0,0,0
"Otu06280",0,0,0,0,0,0,0,0,0,0
"Otu06281",0,0,0,0,0,0,0,0,0,0
"Otu06282",0,0,0,0,0,0,0,0,0,0
"Otu06284",0,0,0,0,0,0,0,0,0,0
"Otu06285",0,0,0,0,0,0,0,0,0,0
"Otu06288",0,0,0,0,0,0,0,0,0,0
"Otu06290",0,0,0,0,0,0,0,0,0,0
"Otu06291",0,0,0,0,0,0,0,0,0,0
"Otu06292",0,0,0,0,0,0,0,3,0,0
"Otu06293",0,0,0,0,0,0,0,0,0,0
"Otu06295",0,0,4,5,0,0,0,0,0,0
"Otu06297",0,0,0,0,0,0,0,0,0,0
"Otu06301",0,4,0,0,0,0,0,0,0,0
"Otu06302",0,0,0,0,0,0,0,0,0,0
"Otu06305",0,0,0,0,0,0,0,0,0,0
"Otu06307",0,0,3,0,0,0,0,0,0,0
"Otu06309",0,0,0,2,0,0,0,3,0,0
"Otu06311",5,0,0,3,0,0,0,0,0,0
"Otu06313",0,0,0,0,0,0,0,0,0,0
"Otu06316",0,0,0,0,0,0,0,0,0,0
"Otu06317",0,0,0,0,0,0,0,0,0,0
"Otu06319",0,0,0,0,0,0,0,5,0,0
"Otu06325",0,0,0,0,0,0,0,0,0,0
"Otu06327",0,0,0,0,0,0,0,0,0,0
"Otu06329",0,0,0,0,0,0,0,7,0,0
"Otu06331",0,0,0,0,0,0,0,0,0,0
"Otu06333",0,0,0,0,0,0,0,5,0,0
"Otu06334",0,0,0,0,0,0,0,5,0,0
"Otu06336",0,0,0,0,0,0,0,0,0,0
"Otu06338",0,0,0,0,0,0,0,0,0,0
"Otu06339",0,0,0,0,0,0,0,0,0,0
"Otu06340",0,0,0,0,0,0,0,0,0,0
"Otu06341",0,0,0,0,0,0,0,0,0,0
"Otu06342",0,0,0,0,0,0,0,0,0,0
"Otu06344",0,0,0,0,0,0,0,0,0,0
"Otu06346",0,0,0,0,0,0,0,0,0,0
"Otu06349",0,0,0,0,0,0,0,0,0,0
"Otu06350",0,0,0,0,0,0,0,0,0,0
"Otu06352",0,0,0,0,0,0,0,0,0,0
"Otu06353",0,4,0,0,0,0,0,0,0,0
"Otu06355",0,1,0,0,0,4,0,0,0,0
"Otu06356",10,0,0,0,0,0,0,0,0,0
"Otu06357",0,0,0,0,0,0,0,0,0,3
"Otu06359",0,0,0,0,0,0,0,0,0,0
"Otu06360",0,0,0,0,0,0,0,0,0,0
"Otu06362",0,0,0,0,0,0,0,0,0,0
"Otu06364",0,0,0,0,0,0,0,0,0,0
"Otu06366",0,0,0,0,0,0,0,0,0,0
"Otu06367",0,0,0,2,0,0,6,0,0,0
"Otu06368",0,2,0,0,0,0,0,0,0,0
"Otu06369",2,1,0,0,0,1,0,0,0,0
"Otu06370",0,0,0,0,0,0,0,0,0,0
"Otu06371",0,0,0,0,0,0,0,0,0,0
"Otu06372",0,0,0,0,0,0,0,0,0,0
"Otu06373",0,0,0,0,0,0,0,3,0,0
"Otu06375",0,0,0,0,0,0,0,0,0,0
"Otu06376",0,0,0,0,0,0,0,0,0,0
"Otu06377",0,0,0,0,0,0,0,0,0,0
"Otu06379",0,0,0,0,0,0,1,0,0,0
"Otu06380",0,0,0,0,0,0,0,0,0,0
"Otu06382",0,0,0,0,0,0,0,0,0,0
"Otu06383",0,0,0,0,0,0,5,0,0,0
"Otu06384",0,0,0,0,0,0,0,0,0,0
"Otu06385",0,0,0,0,0,0,0,0,0,0
"Otu06386",0,0,0,0,0,0,0,0,0,0
"Otu06387",0,0,0,0,0,0,0,0,0,0
"Otu06389",0,0,0,0,0,0,0,0,0,0
"Otu06391",0,0,0,0,0,0,0,0,0,0
"Otu06392",0,1,0,0,0,0,0,0,0,0
"Otu06393",0,0,4,0,0,0,1,0,0,0
"Otu06394",0,0,0,0,0,0,0,7,0,0
"Otu06395",0,0,0,0,0,0,0,0,0,0
"Otu06398",0,0,0,0,0,0,0,0,0,0
"Otu06399",0,0,0,0,0,0,0,0,0,0
"Otu06400",0,0,0,0,0,0,0,0,0,0
"Otu06403",0,0,0,0,0,0,0,0,0,0
"Otu06405",0,0,0,0,0,0,0,0,0,0
"Otu06406",0,0,0,0,0,0,5,0,0,0
"Otu06407",0,0,0,0,0,0,0,0,0,0
"Otu06409",0,0,0,2,0,0,0,1,0,0
"Otu06410",0,0,0,0,0,0,0,0,0,0
"Otu06411",2,0,0,1,0,0,0,1,0,0
"Otu06412",0,1,0,0,1,0,0,0,0,0
"Otu06415",0,0,0,2,0,0,0,0,0,1
"Otu06416",0,0,0,0,0,0,4,0,0,0
"Otu06417",0,0,0,0,1,0,0,0,0,0
"Otu06421",0,0,0,0,0,0,0,0,0,0
"Otu06423",0,0,0,0,1,0,0,0,0,0
"Otu06426",0,0,0,0,0,0,0,0,0,0
"Otu06429",0,0,0,0,0,0,0,0,0,0
"Otu06433",0,0,0,0,0,0,0,0,0,0
"Otu06434",0,0,0,0,0,0,0,0,0,1
"Otu06435",0,0,0,0,0,0,0,0,0,0
"Otu06436",0,0,0,0,0,0,0,0,0,0
"Otu06437",0,0,4,2,0,0,0,0,0,0
"Otu06439",0,0,0,0,0,0,0,0,0,0
"Otu06440",0,0,1,1,0,0,0,0,0,0
"Otu06441",0,0,0,0,0,0,0,0,0,0
"Otu06442",0,0,0,0,0,0,0,0,0,0
"Otu06443",0,0,0,0,0,0,0,0,0,0
"Otu06445",0,0,0,0,0,0,0,0,0,0
"Otu06446",0,0,0,0,0,0,0,0,0,0
"Otu06447",0,0,0,0,0,0,0,0,0,0
"Otu06448",0,0,0,0,0,0,0,0,0,0
"Otu06449",0,0,0,0,0,0,0,0,0,0
"Otu06451",0,0,0,0,0,0,0,0,0,0
"Otu06452",0,0,0,0,0,0,0,1,0,0
"Otu06453",0,0,0,0,0,0,0,0,0,0
"Otu06455",0,0,0,0,0,0,0,0,0,0
"Otu06456",0,0,0,0,0,0,0,4,0,0
"Otu06460",0,0,0,0,0,0,0,0,0,0
"Otu06462",0,0,0,0,0,0,0,0,0,0
"Otu06464",0,0,0,0,0,0,0,8,0,0
"Otu06465",0,0,0,0,0,0,0,0,0,0
"Otu06468",0,0,0,0,0,0,0,0,0,0
"Otu06470",0,0,0,0,0,0,0,0,0,0
"Otu06475",0,0,0,0,0,1,0,0,0,0
"Otu06480",0,0,0,0,0,1,0,0,0,0
"Otu06481",0,0,0,0,0,0,0,0,0,0
"Otu06485",0,0,0,0,0,0,0,0,0,0
"Otu06486",0,0,0,0,0,0,0,0,0,0
"Otu06488",0,0,0,0,0,0,0,0,0,0
"Otu06492",0,0,0,0,0,0,0,0,0,0
"Otu06493",0,0,0,0,0,0,0,0,0,0
"Otu06494",0,0,0,0,0,0,0,0,0,1
"Otu06495",0,0,0,0,0,0,0,0,0,0
"Otu06497",0,0,0,0,0,0,0,5,0,0
"Otu06498",0,0,0,2,0,0,0,0,0,0
"Otu06499",0,2,0,0,0,0,0,0,0,0
"Otu06501",0,0,0,0,0,0,1,3,0,0
"Otu06503",0,0,0,0,0,0,0,7,0,0
"Otu06505",0,0,0,0,0,0,0,0,0,0
"Otu06508",0,0,0,0,0,0,0,0,0,0
"Otu06509",0,0,0,0,0,0,0,0,2,0
"Otu06512",0,0,0,0,0,0,0,2,0,0
"Otu06513",0,0,2,0,0,10,0,0,0,0
"Otu06514",0,0,0,0,0,0,0,0,0,0
"Otu06515",0,0,0,0,0,0,0,0,0,0
"Otu06520",0,0,0,0,0,0,0,0,0,0
"Otu06523",0,0,0,0,0,0,0,1,0,0
"Otu06525",0,0,1,0,0,0,0,0,0,0
"Otu06527",1,0,0,0,0,0,0,0,0,0
"Otu06529",0,0,0,0,0,0,0,0,0,0
"Otu06533",0,0,0,0,0,0,0,0,0,0
"Otu06534",0,0,0,0,3,0,0,0,0,0
"Otu06535",0,0,0,0,0,0,0,0,0,0
"Otu06536",0,0,0,0,0,0,0,0,0,0
"Otu06537",0,0,0,0,0,0,0,0,0,0
"Otu06538",0,0,0,0,0,5,0,0,0,0
"Otu06539",0,0,0,0,0,0,0,0,0,0
"Otu06541",0,0,0,0,0,0,0,0,3,0
"Otu06544",0,0,0,0,0,0,0,0,0,0
"Otu06547",0,0,0,0,0,0,0,0,0,0
"Otu06548",2,3,0,0,0,0,0,0,0,0
"Otu06549",0,0,0,0,0,0,0,3,0,0
"Otu06550",0,0,0,0,0,0,0,0,0,0
"Otu06551",0,0,0,0,0,0,0,0,0,0
"Otu06553",0,0,0,0,0,0,0,0,0,0
"Otu06555",0,0,0,0,0,0,0,0,0,0
"Otu06556",0,0,0,3,1,0,0,0,0,0
"Otu06557",0,0,0,0,0,0,0,8,0,0
"Otu06558",0,0,0,0,0,0,0,0,0,0
"Otu06560",0,0,0,5,0,0,0,0,0,0
"Otu06561",0,0,0,0,0,0,0,0,0,0
"Otu06562",0,0,0,0,0,0,5,0,0,1
"Otu06563",0,0,0,0,0,0,0,0,0,0
"Otu06564",0,0,0,0,0,0,0,0,0,0
"Otu06566",0,0,0,0,0,0,0,0,0,0
"Otu06567",0,0,0,0,0,0,0,0,0,0
"Otu06568",0,0,0,0,0,0,0,5,0,0
"Otu06570",0,0,0,0,0,0,0,0,0,0
"Otu06573",0,0,0,0,0,0,0,0,0,0
"Otu06575",0,0,0,0,0,0,0,0,0,0
"Otu06580",0,0,0,0,0,0,0,0,0,0
"Otu06581",0,0,0,0,0,0,0,0,0,0
"Otu06582",8,0,0,0,0,0,0,0,0,0
"Otu06583",0,1,0,0,0,0,0,0,0,2
"Otu06586",0,0,0,0,0,0,0,0,0,0
"Otu06587",0,0,0,0,0,0,0,0,0,0
"Otu06588",0,0,0,0,0,0,0,0,0,0
"Otu06592",0,0,0,0,0,0,0,0,0,0
"Otu06594",0,0,0,0,0,0,0,0,0,0
"Otu06596",0,0,0,0,0,0,0,0,0,0
"Otu06597",0,0,0,0,0,0,0,0,0,0
"Otu06599",0,0,0,0,0,0,0,3,0,0
"Otu06600",0,0,0,0,0,0,0,0,0,0
"Otu06603",0,0,0,0,0,0,0,0,0,0
"Otu06604",0,0,0,0,0,0,0,0,0,0
"Otu06606",0,0,0,0,0,0,0,0,0,0
"Otu06607",0,0,0,0,0,0,0,0,0,0
"Otu06610",0,0,0,0,0,0,0,0,0,0
